Date,Open,High,Low,Close,Volume,UnAdjusted Close,Total Volume,Open Interest,Total Open Interest,Contract
2016-10-27,1.6336,1.6606,1.6308,1.6517,18128,1.6055,123386,82662,414188,201701
2016-10-26,1.6323,1.655,1.6223,1.6322,30349,1.586,164880,82901,413803,201701
2016-10-25,1.6637,1.6719,1.6321,1.646,22004,1.5998,143635,80726,412448,201701
2016-10-24,1.6662,1.6662,1.634,1.6628,23514,1.6166,136947,79898,411701,201701
2016-10-21,1.6455,1.663,1.6402,1.6586,22528,1.6124,144379,81013,412253,201701
2016-10-20,1.6711,1.6745,1.6368,1.647,20838,1.6008,147929,83513,418165,201701
2016-10-19,1.6687,1.6941,1.6681,1.6762,24522,1.63,164593,85334,425266,201701
2016-10-18,1.6512,1.6668,1.6405,1.6568,26716,1.6106,174155,85487,420723,201701
2016-10-17,1.6569,1.663,1.632,1.6457,20555,1.5995,132004,86382,414456,201701
2016-10-14,1.6704,1.6792,1.6447,1.6566,37707,1.5876,138426,82359,410990,201612
2016-10-13,1.6588,1.678,1.643,1.6689,62129,1.5796,162005,70349,411969,201611
2016-10-12,1.6807,1.685,1.6475,1.6561,57129,1.5668,166679,77121,412666,201611
2016-10-11,1.6921,1.7011,1.6649,1.6766,63000,1.5873,183762,82209,411530,201611
2016-10-10,1.6665,1.7157,1.6566,1.6995,54340,1.6102,149640,87132,405017,201611
2016-10-07,1.6892,1.6951,1.6529,1.6686,52493,1.5793,150700,91716,401385,201611
2016-10-06,1.6634,1.6909,1.6523,1.6851,59134,1.5958,165409,94113,398093,201611
2016-10-05,1.6565,1.6816,1.6543,1.6716,60726,1.5823,196773,95262,396200,201611
2016-10-04,1.6421,1.6567,1.6261,1.6437,46262,1.5544,109175,100778,391294,201611
2016-10-03,1.625,1.6505,1.6155,1.6425,50272,1.5532,131386,103552,389829,201611
2016-09-30,1.6071,1.6293,1.5857,1.6276,50182,1.5383,109085,106771,387900,201611
2016-09-29,1.5861,1.6249,1.5693,1.6084,58720,1.5191,143267,108929,389587,201611
2016-09-28,1.5123,1.5898,1.5052,1.5849,81892,1.4956,206002,109011,399483,201611
2016-09-27,1.5384,1.5443,1.4937,1.5054,66054,1.4161,159848,107437,399090,201611
2016-09-26,1.5094,1.5601,1.4985,1.5472,48358,1.4579,120250,108334,403682,201611
2016-09-23,1.5507,1.5709,1.4998,1.5068,59213,1.4175,148698,107846,404425,201611
2016-09-22,1.5366,1.5596,1.5333,1.5558,39582,1.4665,105618,102691,399646,201611
2016-09-21,1.5101,1.5409,1.5092,1.5304,46677,1.4411,123740,98128,396747,201611
2016-09-20,1.4972,1.5136,1.474,1.5061,64760,1.4168,192178,97493,400134,201611
2016-09-19,1.5121,1.537,1.4953,1.4967,56527,1.4074,191910,93899,396909,201611
2016-09-16,1.5147,1.5202,1.4972,1.5053,56273,1.416,205445,90685,399088,201611
2016-09-15,1.4951,1.5319,1.4875,1.5202,49344,1.4309,196405,90606,395938,201611
2016-09-14,1.5254,1.5342,1.4871,1.4896,44080,1.4003,196009,88271,393368,201611
2016-09-13,1.5461,1.5561,1.5236,1.5303,48497,1.441,191561,86554,385339,201611
2016-09-12,1.536,1.5598,1.5134,1.5512,29556,1.4619,134522,85897,385355,201611
2016-09-09,1.5837,1.5849,1.5379,1.54,44104,1.4507,164635,85676,380766,201611
2016-09-08,1.5485,1.5966,1.5426,1.5918,62003,1.4822,167256,71974,380321,201610
2016-09-07,1.522,1.5496,1.5103,1.5361,60806,1.4265,141883,76783,379159,201610
2016-09-06,1.5155,1.5843,1.5003,1.5181,56413,1.4085,122339,78786,382084,201610
2016-09-02,1.5009,1.5247,1.489,1.5192,49253,1.4096,108140,81347,379838,201610
2016-09-01,1.5413,1.5454,1.4863,1.4915,64446,1.3819,159634,81830,377112,201610
2016-08-31,1.5874,1.589,1.5287,1.5353,75945,1.4257,177620,84285,378734,201610
2016-08-30,1.6084,1.6264,1.5852,1.5943,48240,1.4847,108123,87702,387074,201610
2016-08-29,1.6175,1.6208,1.5955,1.6103,37618,1.5007,96318,86049,390433,201610
2016-08-26,1.6321,1.6534,1.6067,1.6207,54007,1.5111,126329,84242,391280,201610
2016-08-25,1.6188,1.6349,1.6009,1.6328,50129,1.5232,128111,82140,396549,201610
2016-08-24,1.6188,1.6343,1.6067,1.6199,60799,1.5103,159708,82412,402714,201610
2016-08-23,1.6143,1.6411,1.5928,1.6279,49244,1.5183,124055,79397,402986,201610
2016-08-22,1.6436,1.6462,1.6094,1.6144,45494,1.5048,112495,77114,402118,201610
2016-08-19,1.6526,1.659,1.6312,1.6482,38315,1.5386,120654,76779,400787,201610
2016-08-18,1.6182,1.6554,1.6111,1.652,42853,1.5424,155366,76084,403959,201610
2016-08-17,1.5871,1.6202,1.5763,1.6168,50764,1.5072,192506,75774,404922,201610
2016-08-16,1.5752,1.596,1.5677,1.591,38222,1.4814,150093,76278,401075,201610
2016-08-15,1.5422,1.5839,1.5381,1.5783,22462,1.4687,117446,76370,403853,201610
2016-08-12,1.5093,1.5432,1.496,1.537,48722,1.4086,131103,64727,404705,201609
2016-08-11,1.4406,1.5218,1.4344,1.5133,85040,1.3849,253647,67838,404109,201609
2016-08-10,1.4618,1.4848,1.4398,1.4468,70805,1.3184,196261,74259,399696,201609
2016-08-09,1.4674,1.486,1.4552,1.4591,57132,1.3307,137828,80711,398408,201609
2016-08-08,1.4474,1.4813,1.4446,1.472,59070,1.3436,145468,84134,388620,201609
2016-08-05,1.4494,1.4564,1.4274,1.4454,67688,1.317,171664,90340,388246,201609
2016-08-04,1.4253,1.4556,1.3981,1.4543,69448,1.3259,158574,102313,392561,201609
2016-08-03,1.3942,1.4263,1.3845,1.4159,74860,1.2875,182897,104187,392195,201609
2016-08-02,1.3916,1.4274,1.375,1.3874,64025,1.259,145710,106587,393209,201609
2016-08-01,1.4315,1.4425,1.3789,1.3863,67002,1.2579,162900,108426,389546,201609
2016-07-29,1.4285,1.4409,1.41,1.4359,59664,1.3075,130694,106520,384159,201609
2016-07-28,1.4523,1.4609,1.4258,1.4276,60121,1.2992,142854,102545,377782,201609
2016-07-27,1.4708,1.4848,1.4471,1.4513,63774,1.3229,150325,96538,372557,201609
2016-07-26,1.4799,1.4894,1.4657,1.4813,53767,1.3529,133579,92598,368432,201609
2016-07-25,1.5108,1.5173,1.4747,1.4786,48183,1.3502,129771,89617,370992,201609
2016-07-22,1.5225,1.5329,1.4946,1.5109,50740,1.3825,133821,86553,369398,201609
2016-07-21,1.5622,1.5709,1.5239,1.526,42753,1.3976,118049,83628,365699,201609
2016-07-20,1.5388,1.5716,1.5243,1.5598,62768,1.4314,168464,84480,368054,201609
2016-07-19,1.5344,1.5598,1.5249,1.5382,44307,1.4098,141936,82062,370482,201609
2016-07-18,1.5554,1.5613,1.5178,1.5323,36285,1.4039,126147,80697,372261,201609
2016-07-15,1.5521,1.5799,1.5399,1.5512,34762,1.4228,150295,79600,373629,201609
2016-07-14,1.5434,1.5678,1.5374,1.5583,39715,1.4299,153025,79094,372556,201609
2016-07-13,1.6043,1.6052,1.531,1.5342,48486,1.4058,226529,77468,370120,201609
2016-07-12,1.5687,1.6226,1.5658,1.6131,47277,1.4847,194799,75483,367029,201609
2016-07-11,1.5615,1.581,1.5458,1.5662,56205,1.4163,143698,63612,362746,201608
2016-07-08,1.5641,1.5819,1.5488,1.5622,60055,1.4123,152194,70554,365954,201608
2016-07-07,1.6392,1.6526,1.5508,1.5605,78435,1.4106,185745,75704,365021,201608
2016-07-06,1.6029,1.6426,1.5788,1.621,72085,1.4711,179979,80086,366966,201608
2016-07-05,1.6673,1.6757,1.5832,1.5955,68364,1.4456,154226,88550,375277,201608
2016-07-01,1.6417,1.6724,1.623,1.6614,59382,1.5115,136109,93236,377221,201608
2016-06-30,1.6878,1.688,1.6337,1.6386,69284,1.4887,166288,94286,378262,201608
2016-06-29,1.6385,1.6985,1.6379,1.6962,72839,1.5463,173620,93037,376543,201608
2016-06-28,1.5994,1.6469,1.5975,1.6339,57971,1.484,137006,91957,381857,201608
2016-06-27,1.6291,1.6362,1.5773,1.5916,52549,1.4417,126708,91663,387035,201608
2016-06-24,1.6848,1.6892,1.5985,1.6184,79292,1.4685,193730,88238,393039,201608
