Date,Open,High,Low,Close,Volume,UnAdjusted Close,Total Volume,Open Interest,Total Open Interest,Contract
2016-12-14,230,230.5,222.25,225.5,516,229.75,698,5911,7235,201703
2016-12-13,227.25,230.25,226.5,228.25,512,232.5,747,5957,7245,201703
2016-12-12,221.5,226.75,219.25,226,784,230.25,1199,6022,7268,201703
2016-12-09,220.5,223.75,218.75,220.75,240,225,287,6183,7263,201703
2016-12-08,220.25,221.5,217,218.75,186,223,215,6164,7238,201703
2016-12-07,214.25,222,214,218.5,633,222.75,730,6173,7237,201703
2016-12-06,209,214.5,208.5,214.25,480,218.5,728,6175,7259,201703
2016-12-05,212.25,214.25,207.25,209,451,213.25,594,6168,7206,201703
2016-12-02,211,211.5,207.5,210.25,324,214.5,413,6165,7185,201703
2016-12-01,209,215.25,207.75,211,490,215.25,655,6165,7210,201703
2016-11-30,207.75,210,206.75,208,355,212.25,480,6152,7168,201703
2016-11-29,213.5,215,206.5,207.75,787,212,1142,6115,7684,201703
2016-11-28,211.75,219.25,211,212.5,1234,216.75,2997,5943,7642,201703
2016-11-25,219.25,219.25,212,212.25,473,216.5,845,5404,8135,201703
2016-11-23,222.25,223.75,218.5,219,681,223.25,1134,5299,8267,201703
2016-11-22,225.25,229.5,222.25,223.75,601,228,1166,5129,8707,201703
2016-11-21,234.5,235,224,224.75,940,229,1464,4853,8665,201703
2016-11-18,235,238.75,231.75,233.75,765,238,1350,4582,8578,201703
2016-11-17,234.75,239.75,234.75,236.25,695,235,1555,3535,8515,201612
2016-11-16,233.75,236.25,231.5,234.75,349,233.5,724,3828,8480,201612
2016-11-15,229.25,236,229.25,234.25,522,233,892,3967,8449,201612
2016-11-14,224.75,229.5,223.75,229,302,227.75,756,4118,8444,201612
2016-11-11,222.75,226.25,222.25,226,168,224.75,422,4271,8351,201612
2016-11-10,223.75,225.5,222,222,347,220.75,544,4336,8313,201612
2016-11-09,226.75,229,223.25,223.75,447,222.5,699,4426,8350,201612
2016-11-08,231.25,231.25,226.75,227,318,225.75,522,4559,8400,201612
2016-11-07,229,231,227.25,229.25,391,228,733,4697,8488,201612
2016-11-04,222.25,233.5,222,229.5,570,228.25,1024,4825,8459,201612
2016-11-03,228.5,229,219,223.25,824,222,1241,4867,8332,201612
2016-11-02,222.25,230,222.25,225.75,494,224.5,751,5017,8394,201612
2016-11-01,221.25,225.75,220.5,220.75,612,219.5,994,5187,8563,201612
2016-10-31,229.75,230.75,221.5,221.75,751,220.5,1293,5449,8744,201612
2016-10-28,227.75,241.75,222.75,225,1557,223.75,2427,5834,8966,201612
2016-10-27,216,234.25,216,233.25,1048,232,1619,6163,9041,201612
2016-10-26,211.75,217.75,211.5,216.25,312,215,452,5954,8868,201612
2016-10-25,214.75,217.25,211.75,213.25,451,212,583,5941,8868,201612
2016-10-24,219.25,220.25,213.75,214.5,712,213.25,1269,5911,8856,201612
2016-10-21,212,220,210.5,219.5,729,218.25,1208,5941,8854,201612
2016-10-20,210,213.75,207,211.75,674,210.5,988,6017,8729,201612
2016-10-19,205,210.5,203.75,210.25,773,209,1109,6056,8742,201612
2016-10-18,201,207,198.75,205,1177,203.75,1573,6166,8712,201612
2016-10-17,199.5,203.5,198.25,201.25,398,200,603,6453,8846,201612
2016-10-14,197.5,201.25,197,200,350,198.75,537,6570,8914,201612
2016-10-13,199,200.75,192.25,197,862,195.75,1086,6683,9002,201612
2016-10-12,200.25,204.25,198.75,199.25,859,198,1090,6944,9210,201612
2016-10-11,199,203,197.75,200.25,903,199,1113,7089,9324,201612
2016-10-10,194.25,199.25,193.5,198.25,903,197,1038,7428,9589,201612
2016-10-07,189.25,195.5,189.25,192,948,190.75,1151,7805,9967,201612
2016-10-06,185.5,190.25,184,189,640,187.75,832,8109,10198,201612
2016-10-05,183.25,185.25,180.5,185.25,514,184,592,8449,10479,201612
2016-10-04,184.25,184.75,181.75,182.5,405,181.25,498,8272,10302,201612
2016-10-03,180,185,179.75,184.25,806,183,896,8275,10280,201612
2016-09-30,177.5,181.25,174.75,179.5,591,178.25,689,8502,10520,201612
2016-09-29,175.25,178.25,175.25,177.25,458,176,515,8598,10626,201612
2016-09-28,176.25,176.5,175.25,175.25,132,174,211,8714,10738,201612
2016-09-27,175.25,176.5,173.75,175.75,153,174.5,189,8735,10738,201612
2016-09-26,177.25,178.75,173.25,174.5,260,173.25,300,8748,10757,201612
2016-09-23,178,179.25,177.5,178.25,250,177,266,8740,10737,201612
2016-09-22,177.75,179.25,177.75,178.5,128,177.25,156,8725,10722,201612
2016-09-21,175.75,179.25,175.75,177.5,448,176.25,504,8737,10734,201612
2016-09-20,175,177,174.25,176.25,289,175,466,8731,10714,201612
2016-09-19,177.75,178.25,174,174.25,349,173,387,8745,10728,201612
2016-09-16,174,177.75,173.5,177,343,175.75,397,8781,10762,201612
2016-09-15,176,176,173.75,174.25,217,173,259,8804,10776,201612
2016-09-14,174.25,180,174.25,175.75,588,174.5,688,8814,10772,201612
2016-09-13,176.25,178.25,172.25,175,407,173.75,483,8974,10901,201612
2016-09-12,178.25,179,175.5,176,593,174.75,668,8939,10801,201612
