Date,Open,High,Low,Close,Volume,UnAdjusted Close,Total Volume,Open Interest,Total Open Interest,Contract
2016-02-03,906,906.5,894.75,897.25,137447,876.75,245558,282866,709968,201603
2016-02-02,900.75,910,898.75,906.75,142056,886.25,254971,299142,715617,201603
2016-02-01,903.5,903.75,896.5,901.25,101524,880.75,171790,296117,702338,201603
2016-01-29,889.25,903.5,887.5,902.75,137841,882.25,221402,300555,701145,201603
2016-01-28,903,904.75,887.75,888.25,151110,867.75,251413,302591,700492,201603
2016-01-27,896.5,905.5,896,903.5,120976,883,202051,303513,696660,201603
2016-01-26,900.25,903,896,897,95467,876.5,171368,297197,685068,201603
2016-01-25,897,902.5,891.25,901,115141,880.5,184678,297831,683825,201603
2016-01-22,899.5,907,895,897,101537,876.5,169060,300020,682455,201603
2016-01-21,895,906.25,892.75,899,147352,878.5,263813,303866,680929,201603
2016-01-20,902.5,904.25,891,894.5,137886,874,243473,302941,667103,201603
2016-01-19,901.5,908.5,901,904,120808,883.5,194256,306888,665786,201603
2016-01-15,902.75,903.25,891.5,899.5,120442,879,202026,310946,664535,201603
2016-01-14,899.5,905,895.25,902.75,114563,882.25,200071,316595,667781,201603
2016-01-13,895.5,901.25,891.5,900.5,109920,880,180590,322447,668783,201603
2016-01-12,881.75,901.75,877.75,895,197414,874.5,316321,329114,671806,201603
2016-01-11,886,890.25,880,881.75,101350,861.25,166365,323813,662600,201603
2016-01-08,885.5,891.5,884,885.75,96117,865.25,156356,328721,667949,201603
2016-01-07,885,889.25,878.75,885,101199,864.5,163149,329808,669248,201603
2016-01-06,877,888.5,872.5,885.25,135361,864.75,220261,328373,665787,201603
2016-01-05,878.75,885.25,876,877.75,106929,857.25,185669,323192,658069,201603
2016-01-04,883.5,887.5,873.75,876.5,95915,856,153765,317784,651244,201603
2015-12-31,889.25,893.5,883.5,884.75,63736,864.25,107469,314987,646002,201603
2015-12-30,886,894,884.5,890.75,98488,870.25,173910,309307,645012,201603
2015-12-29,883.5,892.5,881.5,886.25,114422,865.75,226763,303007,646657,201603
2015-12-28,891.5,892,881,881.75,94047,861.25,184604,295655,646042,201603
2015-12-24,902.5,905,893.25,893.5,64618,873,124588,292712,658041,201603
2015-12-23,906,909.25,900.75,901.25,83024,880.75,190577,292585,668333,201603
